1581223|2012-05-11|libero.it|portali web|mattia calise replica giuliano pisapia vuoi collaborazione allora mette online riunioni giunta|10|1=0.0140350488985,2=0.0151393204755,3=-0,4=0.0733021415032,5=-0,6=0.0217610363708,7=0.016863752989,8=0.0063777435523,9=0.140799116267,10=0.0944499138194,11=0.0367110429951,12=0.0207228404068,13=0.0122346909744,14=0.317674246384,15=0.0182803247895,16=0.0455469668196,17=0.0252197095357,18=0.0627470798615,19=0.00788632609081,20=0.0702486982673
1585983|2012-05-13|unionesarda.it|testate in edicola|suergiu scontro auto muore 17enne feriti gravi|11|1=0.0160533776684,2=-0,3=-0,4=0.0268448323612,5=-0,6=0.460748367869,7=-0,8=-0,9=0.0374268589093,10=0.0148862538246,11=0.0382470026329,12=0.09446404382,13=-0,14=0.0546786416422,15=-0,16=-0,17=0.252687334919,18=0.00396328635334,19=-0,20=-0
1625959|2012-05-25|newnotizie.it|portali web|gioco nonna anticipazioni seconda puntata 25 maggio|12|1=0.00592851988063,2=0.0176415848185,3=0.00640763283796,4=0.0234894246798,5=0.00854457984873,6=0.0715883725556,7=-0,8=0.697233080942,9=-0,10=-0,11=0.0332878894743,12=0.00380289905596,13=0.0226784052525,14=0.0367946612619,15=-0,16=0.0434061783342,17=-0,18=0.0045725505582,19=-0,20=0.0246242204993
1774645|2012-07-15|unita.it|testate in edicola|ecco aiutato vantaggiato parato verità brindisi|13|1=0.0131224992215,2=0.0564362573752,3=-0,4=0.0726784337782,5=-0,6=0.0831822839624,7=0.0212682777331,8=-0,9=0.0788228950225,10=0.0122390971042,11=0.0350730663091,12=0.041145443335,13=0.108591616009,14=0.0418203791189,15=0.00523955802439,16=0.12151718638,17=0.0449425379952,18=0.0290990448043,19=-0,20=0.234821423827
1625952|2012-05-25|sky.it|portali web|pdl berlusconi lancia novità partiti fermento|14|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=0.69068163506,8=-0,9=0.281471704303,10=0.0278466606371,11=-0,12=-0,13=-0,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1509873|2012-04-18|corriere.it|testate in edicola|crisi monti battiamo evitare destino grecia|15|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=-0,15=0.396683974573,16=0.0302786709321,17=-0,18=-0,19=0.570969163101,20=0.00206819139442
1625955|2012-05-25|rai.it|portali web|partenza merkel kucka|16|1=0.0125222077035,2=0.0442322994186,3=0.00745857841125,4=0.000422886005985,5=-0,6=-0,7=0.0207049217491,8=-0,9=-0,10=-0,11=0.00388090407096,12=-0,13=0.0553141029477,14=0.0050277325245,15=0.176909034401,16=0.184961159817,17=-0,18=0.071935956994,19=0.40572835703,20=0.0109018589262
1509878|2012-04-18|lastampa.it|testate in edicola|nuova terza via realisti chiedete possibile|17|1=-0,2=0.00431635850164,3=-0,4=0.969453804709,5=0.00191736261006,6=-0,7=-0,8=-0,9=0.00876612856579,10=-0,11=-0,12=-0,13=0.00543450176382,14=-0,15=-0,16=-0,17=0.0084959792474,18=0.00161586460202,19=-0,20=-0
1509887|2012-04-18|ansa.it|agenzie|mafia riina jr provincia padova chiede allontanamento|18|1=0.0387693723682,2=0.000200180913265,3=-0,4=0.0612218927824,5=0.0478737028495,6=0.155646306706,7=0.0614306870023,8=0.0167625365306,9=0.0950478558187,10=0.112338373222,11=0.0567615840481,12=0.0223870055204,13=0.000961063449432,14=0.0683721565996,15=0.0172364196346,16=0.098824236969,17=0.0336866592675,18=0.0643655192161,19=0.0151685730776,20=0.0329458740244
1509874|2012-04-18|corriere.it|testate in edicola|finanza palazzo chigi sequestrati milioni destinati « avanti|19|1=0.0111329172799,2=-0,3=-0,4=0.0249521015994,5=-0,6=0.00863313370036,7=0.111976077384,8=0.0127918154225,9=0.00671884879737,10=0.00993426741752,11=0.0313764383607,12=0.056615293262,13=0.0286556932205,14=0.0193724721766,15=0.128261184351,16=0.547389278894,17=-0,18=0.00161910527953,19=-0,20=0.000571372854546
1509876|2012-04-18|ansa.it|agenzie|criminalita furti abitazione aumento valle aosta|20|1=0.0348302358443,2=0.00468245131298,3=0.00339494615608,4=0.104004535747,5=0.0102016428755,6=0.0644805095285,7=-0,8=0.117445338775,9=0.0052514506054,10=-0,11=0.052310234572,12=0.0377317315312,13=0.00179102954442,14=0.0358134774974,15=0.000278653734809,16=0.196636776809,17=0.00832118785947,18=0.20219106574,19=0.067445260827,20=0.05318947104
1509870|2012-04-18|corriere.it|testate in edicola|storia amore fra homer divano|21|1=0.0254305128578,2=0.0870135424817,3=-0,4=0.0831066615713,5=0.0190132686578,6=0.221275095474,7=0.0202251821427,8=0.00336249448489,9=0.0437910718811,10=0.0356685008625,11=0.0492965337228,12=0.0300906629816,13=0.048672236104,14=0.0550467151678,15=-0,16=0.0151682510847,17=0.109275548175,18=0.0076715708829,19=0.0022753783202,20=0.143616773147
1563294|2012-05-05|mediaset.it|portali web|bundesliga dortmund record punti|22|1=-0,2=0.00138332128081,3=0.111395573966,4=-0,5=0.01887330386,6=0.00245977123823,7=-0,8=-0,9=-0,10=-0,11=0.00438654727439,12=0.011409075261,13=0.022126089038,14=-0,15=-0,16=0.115490252176,17=0.000133980441841,18=-0,19=0.54283321798,20=0.169508867483
1509888|2012-04-18|ansa.it|agenzie|mafia muore infarto pentito ennese paolo severino|23|1=0.00967562859076,2=-0,3=-0,4=0.038674688023,5=-0,6=0.576629917777,7=0.0371395882204,8=-0,9=0.0563278682256,10=-0,11=0.0715392368868,12=0.0956700960039,13=-0,14=0.017872098241,15=0.0035202353016,16=0.0177168882106,17=-0,18=0.0387495404516,19=-0,20=0.0364842140673
1509869|2012-04-18|ansa.it|agenzie|termini merese pietro chiede piano industriale dr group|24|1=0.0106819851753,2=0.0099550410217,3=-0,4=0.0831925760605,5=-0,6=0.0900445703282,7=0.0349317055386,8=0.013297734199,9=0.203005330188,10=0.01092905634,11=0.00668925075971,12=0.0621597772071,13=-0,14=0.012391639737,15=0.114204173628,16=0.0622760950439,17=0.0614648194607,18=0.0751986149844,19=0.0662280690428,20=0.0833495612851
1575722|2012-05-09|rai.it|portali web|maxxi roma commissario|25|1=1.0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1509875|2012-04-18|lastampa.it|testate in edicola|twitter mette brevetti mano creatori fuori tribunali|26|1=0.0160198104703,2=0.0512839163455,3=-0,4=0.060028368732,5=0.0130235314938,6=0.0706095709025,7=0.0336844683671,8=-0,9=0.107117172592,10=0.0993045574151,11=0.0382671866196,12=0.0165900778837,13=0.111570128005,14=0.032295669309,15=0.0566702381137,16=0.0973795326279,17=0.105447846607,18=0.0333872871671,19=0.0345043485084,20=0.0228162888406
1771220|2012-07-13|ilsole24ore.com|testate in edicola|ligresti liquidazione lussemburghese starlife|27|1=-0,2=-0,3=0.0317843318463,4=0.122421290586,5=-0,6=0.0125249053429,7=-0,8=0.0586642639345,9=0.0115945078152,10=-0,11=0.00574782028191,12=0.0485010822095,13=-0,14=0.247386442263,15=-0,16=0.175180930673,17=-0,18=0.203880661536,19=-0,20=0.0823137635117
1509886|2012-04-18|ansa.it|agenzie|spazio umbria milano occasione salone mobile|28|1=-0,2=-0,3=-0,4=0.00194739954771,5=-0,6=-0,7=-0,8=0.000700789473382,9=-0,10=-0,11=-0,12=-0,13=-0,14=0.997351810979,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1777938|2012-07-17|repubblica.it|testate in edicola|marissa mayer nuovo ceo yahoo addio google annuncia incinta|29|1=-0,2=-0,3=-0,4=-0,5=0.00195080034661,6=0.0151967652557,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=0.0119487778678,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=0.97090365653
1899870|2012-09-02|rai.it|portali web|classifica sempre paura|30|1=0.0138517384891,2=0.0862316018497,3=-0,4=0.0110403999343,5=0.146810612018,6=0.0608642271649,7=0.0672041927887,8=-0,9=0.0387067086711,10=0.0418657223185,11=0.0514393083443,12=0.0525067502738,13=0.179320341778,14=0.0454780710547,15=-0,16=0.0189848183263,17=0.0966502070404,18=0.00333723796196,19=0.0642725945188,20=0.0214354674677
1586545|2012-05-13|lagazzettadelmezzogiorno.it|testate in edicola|monti coraggio disagio inevitabile|31|1=-0,2=0.00189791417538,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=-0,15=0.998102085825,16=-0,17=-0,18=-0,19=-0,20=-0
1586548|2012-05-13|lagazzettadelmezzogiorno.it|testate in edicola|santorum nozze gay arma obama|32|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=0.0302208943771,10=-0,11=-0,12=-0,13=-0,14=-0,15=-0,16=-0,17=0.955120675174,18=0.0146584304493,19=-0,20=-0
1585455|2012-05-12|rai.it|portali web|allegri arrivera montolivo|33|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=0.0836854904245,8=-0,9=-0,10=-0,11=-0,12=-0,13=0.915366022349,14=-0,15=0.000948487226726,16=-0,17=-0,18=-0,19=-0,20=-0
1604120|2012-05-18|ansa.it|agenzie|omicidio tommasoli carcere veneri perini|34|1=0.0385818726931,2=-0,3=-0,4=0.048465624676,5=-0,6=0.603576037606,7=-0,8=-0,9=-0,10=-0,11=0.0137381893752,12=-0,13=-0,14=0.0788361418738,15=-0,16=-0,17=0.0588343957853,18=0.127735169799,19=-0,20=0.0302325681916
1607881|2012-05-20|rai.it|portali web|emilia veneto svegliati alba sisma|35|1=0.00124079094183,2=0.0515417104781,3=-0,4=0.155279621611,5=-0,6=0.1067049474,7=-0,8=0.0847247480558,9=0.0232407558948,10=0.143207827914,11=0.000497982029242,12=0.0398704632201,13=-0,14=0.0122128837793,15=0.0165277712064,16=0.126810994276,17=0.0983680039571,18=0.0713159748385,19=0.00485979148625,20=0.0635957329114
1509892|2012-04-18|ilmattino.it|testate in edicola|maltempo arriva vortice maddalena esperti venerdì colpirà campania|36|1=0.0650446571725,2=0.0851289904948,3=-0,4=0.120325407113,5=-0,6=0.0422909567209,7=-0,8=0.138174434063,9=0.00115649217403,10=0.0546017092706,11=0.0817913041536,12=0.0306155661827,13=0.0303913565012,14=0.044526375874,15=-0,16=0.048083700444,17=0.0666097937926,18=0.0219528495519,19=-0,20=0.169306406491
2012308|2012-10-07|corrieredellosport.it|testate in edicola|stramaccioni inter stata favorita|37|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=1.0,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1604108|2012-05-18|voceditalia.it|portali web|occupy bce 400 nuovi arresti|38|1=0.0356505137885,2=0.0355086488696,3=0.00758216754306,4=0.0464090492864,5=-0,6=0.043568316391,7=-0,8=0.0751648298909,9=-0,10=-0,11=0.0869740258602,12=0.0419145458022,13=-0,14=0.0593619769334,15=-0,16=0.194787264157,17=0.0783417062137,18=0.0893432537148,19=0.189012961422,20=0.016380740127
1509885|2012-04-18|voceditalia.it|portali web|astenia diverso|39|1=0.0101520141966,2=0.00268815591381,3=-0,4=-0,5=0.0305621905252,6=0.0325503579527,7=0.0884679192303,8=0.0379267244322,9=0.0895495927537,10=0.166394989415,11=-0,12=0.0946734816784,13=0.174304062955,14=0.0115658293025,15=0.0622657525987,16=0.0159726461359,17=-0,18=0.00280254482497,19=0.0165389881993,20=0.163584749885
1604102|2012-05-18|corriere.it|testate in edicola|conte accordo combine|40|1=0.00481781955394,2=0.00115775629701,3=-0,4=0.00372805898958,5=0.0478358342023,6=-0,7=-0,8=-0,9=0.0348840241814,10=0.123752236262,11=-0,12=0.233106748863,13=0.277226514618,14=-0,15=0.0230069881555,16=0.00752620365554,17=0.0956782070988,18=0.0547355706885,19=0.0301769908111,20=0.0623670466232
1604758|2012-05-18|repubblica.it|testate in edicola|grillo coop comprano voti vincono pd m5s prenda distanze comico|41|1=-0,2=-0,3=-0,4=-0,5=0.000751783633659,6=-0,7=-0,8=-0,9=0.999248216366,10=-0,11=-0,12=-0,13=-0,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1509891|2012-04-18|ilmattino.it|testate in edicola|imu contribuente scegliere pagare rate|42|1=0.0113869333835,2=-0,3=-0,4=0.0532868754664,5=0.00181710701949,6=0.01390450025,7=0.0201562708202,8=0.0211229744627,9=0.110114183979,10=0.156137732853,11=-0,12=0.0211788639111,13=0.00347411505313,14=0.00982810264252,15=0.135111775429,16=0.325398362316,17=-0,18=0.102174728917,19=0.0131538418464,20=0.00175363164977
1607879|2012-05-19|tuttosport.com|testate in edicola|mazzarri napoli super battere juve|43|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=0.708545189189,12=-0,13=0.291454810811,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1509907|2012-04-18|ansa.it|agenzie|droga liberiano arrestato ovuli eroina ragusano|44|1=0.0950388844173,2=-0,3=-0,4=0.017000170847,5=-0,6=0.512227483681,7=-0,8=-0,9=-0,10=-0,11=0.106967074256,12=-0,13=-0,14=0.119014140983,15=-0,16=0.076830949634,17=0.0729212961816,18=-0,19=-0,20=-0
1769348|2012-07-13|newnotizie.it|portali web|roma guasto metro passeggeri aggrediscono macchinista|45|1=0.999998191351,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=1.80864924075e-06,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1509899|2012-04-18|corriere.it|testate in edicola|donna arrabbiata sale auto ahmadinejad|46|1=0.0203670813983,2=-0,3=0.00741909462796,4=0.0608218222562,5=-0,6=0.328735318134,7=-0,8=0.0152271823898,9=-0,10=-0,11=0.0309860204102,12=0.0636625372129,13=-0,14=0.137526254072,15=-0,16=0.0787650229783,17=0.193607744619,18=-0,19=0.0499180155338,20=0.0129639063669
1509897|2012-04-18|lastampa.it|testate in edicola|giornalisti politici italiani influenti twitter|47|1=-0,2=0.0456959559731,3=-0,4=0.0840787972653,5=0.00637983031194,6=0.0434595645212,7=0.0476633140147,8=0.0745287607657,9=0.0404488863564,10=0.00647196853053,11=0.00308120111044,12=0.0544704270019,13=0.0085601964961,14=-0,15=0.0546609355144,16=0.0779750681129,17=0.209492215745,18=0.0914852868619,19=0.114130171866,20=0.0374174195528
1563304|2012-05-05|mediaset.it|portali web|inter stankovic operato|48|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=1.0,14=-0,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1769345|2012-07-13|corriere.it|testate in edicola|camion bar blitz san pietro|49|1=0.0276321106105,2=-0,3=-0,4=0.0879806272405,5=-0,6=0.102092534595,7=0.00828174054087,8=-0,9=0.233626844929,10=-0,11=0.111729899573,12=0.0297795005169,13=0.0360445459992,14=0.0557851652566,15=0.0806800717052,16=0.0405741977812,17=0.0325107268001,18=0.110066393878,19=-0,20=0.043215640574
1509901|2012-04-18|corriere.it|testate in edicola|scienza eva balle spaziali|50|1=0.00887421441017,2=0.0275598288582,3=-0,4=0.139542669243,5=0.0095694785907,6=0.124947431474,7=0.0266107088806,8=0.0486884070114,9=-0,10=0.11358932156,11=0.00516473384593,12=0.0439847124755,13=-0,14=0.108545999528,15=0.0236605606015,16=0.0433111724762,17=0.122542952891,18=0.0191728593825,19=-0,20=0.134234948771
1509902|2012-04-18|repubblica.it|testate in edicola|piazza popolo rinnovabili scontro regioni governo|51|1=0.00580704935229,2=-0,3=0.244000744591,4=0.00944817122198,5=-0,6=-0,7=-0,8=-0,9=0.00589588693008,10=0.0208415073286,11=0.00480335424643,12=0.00296711069997,13=-0,14=-0,15=0.654363154486,16=-0,17=0.0113216180278,18=0.0197024231278,19=-0,20=0.0208489799883
2014023|2012-10-08|tiscali.it|portali web|carceri 2056 morti 2000 2012 736 suicidi|52|1=-0,2=-0,3=-0,4=-0,5=-0,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=-0,15=-0,16=0.481967101216,17=0.518032898784,18=-0,19=-0,20=-0
1509879|2012-04-18|ilmattino.it|testate in edicola|giochi londra 100 giorni via vezzali portabandiera onore|53|1=-0,2=0.00325137256382,3=0.0732452869479,4=0.770173226137,5=-0,6=0.0249412180311,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=-0,15=-0,16=0.114891160048,17=0.0134977362727,18=-0,19=-0,20=-0
1509910|2012-04-18|ansa.it|agenzie|truffe puglia scarti animali catena alimenti 68 indagati|54|1=0.0288669379164,2=0.0269083823114,3=0.0637037206382,4=0.0676546028228,5=0.00925378891937,6=0.171246588111,7=0.00650915064337,8=0.0676338047976,9=0.0729592312066,10=0.034328843375,11=0.0462454775607,12=0.0392222736349,13=-0,14=0.0555135746369,15=-0,16=0.133495086743,17=0.0597686736446,18=0.0734678418639,19=0.000452323789936,20=0.0427696973842
1509883|2012-04-18|voceditalia.it|portali web|biennio rosso mantova italia lezioni sconfitta|55|1=-0,2=0.960630387865,3=0.0266125628098,4=-0,5=0.000383101283482,6=-0,7=-0,8=-0,9=-0,10=-0,11=-0,12=-0,13=-0,14=0.0123739480417,15=-0,16=-0,17=-0,18=-0,19=-0,20=-0
1563310|2012-05-05|mediaset.it|portali web|premier arsenal champions traballa|56|1=0.00232230382482,2=-0,3=-0,4=-0,5=0.0447188850327,6=-0,7=0.160852147055,8=-0,9=0.0765372651543,10=0.0637004891956,11=0.119402351587,12=-0,13=0.323938357694,14=0.00443489161133,15=0.0941153666732,16=-0,17=-0,18=0.0275711191873,19=-0,20=0.0824068229848
1509896|2012-04-18|ilmattino.it|testate in edicola|beve benzina errore poi accende sigaretta prende fuoco muore video|57|1=0.0163176504381,2=0.000346672945652,3=-0,4=0.0247155073149,5=-0,6=0.341237454304,7=0.0281836324822,8=-0,9=0.0146437930117,10=0.0173255447101,11=0.0542391340113,12=0.0622317161432,13=0.0684102119864,14=0.0271139167803,15=0.00687173096365,16=0.101048098039,17=0.106599534298,18=0.0105988174779,19=-0,20=0.120116585093
1509880|2012-04-18|ilmattino.it|testate in edicola|lavitola finanza palazzo chigi sequestrati milioni euro|58|1=0.000368346311938,2=-0,3=-0,4=0.000243483252112,5=-0,6=-0,7=0.0410886382789,8=-0,9=-0,10=-0,11=0.00704611524366,12=-0,13=-0,14=0.000330944186572,15=0.0251263806824,16=0.925796092045,17=-0,18=-0,19=-0,20=-0
2014697|2012-10-06|repubblica.it|testate in edicola|bello passeggiare quattro sentieri combal|59|1=0.016816336184,2=0.0612546343008,3=-0,4=0.058186066868,5=0.00893236169495,6=0.361259030778,7=7.06209613915e-06,8=0.00860030427559,9=0.00246185687063,10=0.0202546827381,11=0.0572453998708,12=0.0462502146651,13=0.0702288427125,14=0.0342285596801,15=-0,16=0.0444018223595,17=0.194827046138,18=0.00131927638905,19=-0,20=0.0137265023784
1509900|2012-04-18|ansa.it|agenzie|regioni vda manuela ghillino nominata presidente corecom|60|1=0.00630846662718,2=-0,3=-0,4=0.0377356952558,5=0.0128220166443,6=0.026242170186,7=0.020341770323,8=0.0570988510201,9=0.0385868321459,10=0.0622170425133,11=0.0210975159897,12=0.00231138785102,13=-0,14=-0,15=0.0719680026634,16=0.0127494556412,17=0.0585958125852,18=0.0468141681152,19=-0,20=0.525110812439
1509905|2012-04-18|ansa.it|agenzie|malore mentre guida donna muore auto perugia|61|1=0.0212412693317,2=-0,3=-0,4=0.0489381199443,5=-0,6=0.602409332775,7=-0,8=-0,9=-0,10=-0,11=0.0303102918636,12=0.104877672796,13=-0,14=0.093737182583,15=-0,16=0.0107757234861,17=0.0777657031545,18=-0,19=-0,20=0.00994470406558
1509909|2012-04-18|ansa.it|agenzie|firme false elezioni regionali veneto rinvii giudizio|62|1=0.00406165043702,2=-0,3=-0,4=0.038322370553,5=-0,6=0.0189613455077,7=0.119988989629,8=0.0664808075924,9=0.257218188925,10=0.165299185189,11=0.0185119657029,12=0.0024447985191,13=-0,14=0.0631325133473,15=0.0525399723884,16=0.0619775090044,17=0.0902779507753,18=0.0355877331561,19=-0,20=0.00519501927269
1563311|2012-05-05|lastampa.it|testate in edicola|gol cerci lecce fiorentina salva totti basta roma catania finisce|63|1=0.599544712136,2=0.0146419457578,3=-0,4=0.000519253308526,5=0.106231801493,6=0.00646454081022,7=-0,8=-0,9=0.0198361818632,10=0.01021254792,11=0.0357735979507,12=-0,13=0.175074824056,14=-0,15=0.00758582510111,16=0.0050663338931,17=-0,18=0.00323081797965,19=0.0115510079391,20=0.00426660979147
1563315|2012-05-05|rai.it|portali web|grecia voto|64|1=-0,2=-0,3=-0,4=0.0334690668676,5=-0,6=0.00443622322388,7=0.0261211609122,8=-0,9=0.19010854164,10=0.060198292332,11=-0,12=-0,13=-0,14=0.0104231211858,15=0.117022339376,16=0.225667472261,17=0.00626267553666,18=0.0844704338928,19=0.178009440223,20=0.0638112325503
1563296|2012-05-05|rai.it|portali web|grecia voto|65|1=-0,2=-0,3=-0,4=0.0334690668676,5=-0,6=0.00443622322388,7=0.0261211609122,8=-0,9=0.19010854164,10=0.060198292332,11=-0,12=-0,13=-0,14=0.0104231211858,15=0.117022339376,16=0.225667472261,17=0.00626267553666,18=0.0844704338928,19=0.178009440223,20=0.0638112325503
1563298|2012-05-05|mediaset.it|portali web|arsenal crac sagnà niente europei|66|1=0.00816443512765,2=0.16824958094,3=0.00106886188276,4=0.0510560755993,5=0.0804522932594,6=0.0406781197638,7=0.0339102912315,8=-0,9=0.0269795400105,10=0.085725577292,11=0.038839923382,12=0.0236517616277,13=0.179065719214,14=0.0210806772006,15=0.0106747713246,16=0.107702889073,17=0.0258226463581,18=0.0221431398923,19=0.0369369485601,20=0.0377967482599
1563302|2012-05-05|mediaset.it|portali web|motogp rossi dietro diverto|67|1=0.113684508373,2=0.0694167462427,3=-0,4=0.036021622603,5=0.0839121518734,6=0.0491329415631,7=0.00698176639054,8=-0,9=0.0299218730569,10=-0,11=0.141703956351,12=-0,13=0.127045480482,14=-0,15=-0,16=0.0852207631201,17=0.048226866929,18=0.0437971673407,19=-0,20=0.164934155674
1563317|2012-05-05|leggo.it|testate in edicola|totti salva roma doppietta catania olimpico foto|68|1=0.7616068703,2=0.0202089174677,3=-0,4=-0,5=0.0362744513983,6=0.0280406311203,7=0.00638400163997,8=-0,9=-0,10=-0,11=0.0253350569276,12=-0,13=0.074831582529,14=0.0105493089679,15=-0,16=0.00250976409353,17=0.021515993034,18=0.0034688933001,19=0.00528295027433,20=0.00399157894751
1769340|2012-07-13|panorama.it|testate in edicola|scommesse camilli tranquillissimo|69|1=-0,2=0.0113331563496,3=-0,4=0.0362185755172,5=0.580202619514,6=0.0263334017514,7=-0,8=0.0384152085558,9=-0,10=0.0265515347052,11=0.0766506520358,12=-0,13=0.061054219292,14=-0,15=-0,16=0.108372677157,17=-0,18=0.0294356305891,19=-0,20=0.00543232453382
